Edad,Sexo,Estatura,Peso,DiasDeporte
29,hombre,170.9,67.3,3
43,hombre,179.2,87.3,0
23,mujer,159.9,109.3,0
25,hombre,169.7,92.2,0
30,hombre,184.6,117.4,3
47,hombre,181.5,117.3,0
2,mujer,91.2,15.7,0
6,mujer,129.5,27.6,0
59,hombre,183.7,86.1,0
60,hombre,179.3,62.3,7
16,mujer,171.4,54.9,7
26,mujer,165.9,50.3,2
16,hombre,177.2,59.599999999999994,6
80,hombre,180.8,92.4,0
6,mujer,117.5,21.1,0
17,hombre,168.4,56.7,3
47,mujer,169.3,83.6,4
29,hombre,185.7,104.8,5
49,mujer,164.3,97.8,0
5,mujer,106.8,18.1,0
18,hombre,179,65.7,3
67,mujer,155.9,55.4,4
8,hombre,152.6,63.1,0
77,mujer,164.2,77.1,0
6,mujer,113.6,25.3,0
23,mujer,171.1,91.3,3
4,hombre,104.3,19,0
42,mujer,159.6,40.7,0
57,mujer,151.8,59.099999999999994,7
4,hombre,114.4,22,0
43,mujer,163.1,93,3
56,mujer,161.1,108.5,0
5,hombre,110.6,19,0
57,hombre,174.4,69,7
20,mujer,167.2,55.5,1
16,hombre,179.5,94.1,5
45,hombre,160.5,78.3,0
50,mujer,151.6,74.8,2
39,hombre,177.2,137.3,0
50,hombre,176.5,85.3,3
0,hombre,NA,8.3,0
48,mujer,150.9,60.7,1
3,mujer,90.8,13,0
7,hombre,118.7,20.5,0
0,hombre,NA,8.9,0
45,hombre,165.5,55.5,2
34,mujer,157.5,64.8,0
20,hombre,173.3,85.8,0
52,mujer,166.7,62.599999999999994,6
13,mujer,155.5,47.8,6
28,hombre,169.2,103,0
15,hombre,176.5,82.1,5
11,mujer,135.6,33.1,0
3,mujer,99.1,17.7,0
9,hombre,139,33.1,0
3,mujer,94.6,14.4,0
55,mujer,169.9,73.7,0
6,hombre,114,19.3,0
8,hombre,134.6,29,0
27,mujer,166.6,70.3,0
18,mujer,154.1,43.7,0
1,mujer,NA,9.6,0
76,hombre,183.7,108.5,0
14,mujer,158.7,70.4,0
3,mujer,107.8,19.1,0
37,mujer,166.5,70.9,7
10,mujer,148.2,39.8,0
27,mujer,164.2,53.5,3
7,hombre,118.8,20.3,0
64,mujer,177.4,106,0
22,hombre,182.1,110.2,1
13,mujer,156.4,61.400000000000006,3
52,hombre,171.1,72,0
9,hombre,142.3,49.9,0
11,hombre,150.2,64.6,0
20,hombre,173.8,51.4,4
7,mujer,119.6,22,0
40,hombre,171.2,84.3,0
46,mujer,164.5,112.4,0
10,mujer,147.4,43.5,0
47,hombre,181.8,104.8,2
23,mujer,155.7,47.5,4
71,mujer,147.5,74.5,0
51,mujer,163.8,66.4,0
63,hombre,170.3,80.3,0
29,hombre,183.8,84.6,6
47,mujer,166.6,76.2,3
50,mujer,165.1,84.5,0
43,mujer,167.6,44.9,0
71,hombre,173.7,99.1,0
41,mujer,169.8,80,0
30,hombre,186.7,126,0
72,mujer,152.7,152,0
68,mujer,158.3,81.1,0
46,mujer,152.9,72.7,2
29,hombre,170.2,74.3,1
31,mujer,168,68.6,3
65,hombre,170,65.8,0
33,hombre,171.8,76.3,2
43,hombre,176.4,130.6,3
28,mujer,156.2,86.9,5
52,mujer,155.5,65.4,0
51,hombre,172.8,78.1,0
45,hombre,173.3,100.2,0
21,mujer,157.4,39.8,3
1,hombre,NA,13.1,0
63,hombre,186.8,196.8,5
29,hombre,179.1,66.7,2
51,mujer,150.2,62.3,0
33,mujer,154.3,73.1,3
15,mujer,150.3,48.1,7
43,hombre,179,87.1,0
60,hombre,166.3,113.7,0
1,hombre,NA,12.5,0
70,hombre,180.5,78.2,4
27,hombre,177.4,90.7,0
19,mujer,NA,NA,1
21,mujer,157.4,69.1,0
12,hombre,152.7,63.900000000000006,2
15,hombre,NA,NA,3
61,mujer,163.6,64.6,6
68,hombre,172.6,136.2,0
30,mujer,160.2,61.5,0
24,hombre,177,96,2
49,hombre,172.9,66.6,0
53,mujer,178.8,110.1,4
50,hombre,169.4,95.2,0
47,hombre,176.5,129.7,0
7,mujer,122.6,20.6,0
61,hombre,182,80.5,2
33,mujer,157,61.4,2
72,mujer,162.3,70.4,0
73,hombre,174.2,75.2,0
34,hombre,174.1,85.6,1
36,mujer,169,59,0
20,hombre,172,82.5,7
15,hombre,163.1,36.6,7
15,hombre,173.8,113.4,3
41,hombre,163.1,92.6,0
37,hombre,177.4,87.4,3
11,hombre,152.5,51.7,0
26,mujer,174.1,60.9,3
2,mujer,89.2,12.1,0
24,hombre,171,63.3,0
43,mujer,162,53.3,0
4,hombre,115.2,26.4,0
44,hombre,182.6,83.9,6
39,mujer,153.6,74.2,0
16,mujer,151,47.7,3
70,mujer,154.1,127.7,0
28,hombre,176.7,55.4,7
75,mujer,174.2,77.1,0
64,hombre,166.9,74.5,0
80,mujer,150.9,63.9,0
34,hombre,184.1,69.3,0
80,mujer,143.8,46.4,0
26,hombre,174.1,75.9,5
21,mujer,166.6,100.3,4
41,mujer,155.6,55.6,0
31,mujer,157.1,76.1,1
43,hombre,173.4,84.1,4
17,hombre,173.8,52.1,1
45,mujer,160.8,43.5,7
54,hombre,182,90.5,0
26,hombre,170.5,85.7,0
41,hombre,160.9,75.7,5
19,hombre,177.4,71.8,2
13,hombre,170,69.4,3
28,hombre,180.4,54.2,7
1,mujer,NA,9.2,0
26,mujer,162.8,75.7,5
49,mujer,161.6,77.8,0
39,hombre,169.7,92.1,7
35,hombre,171.3,76.2,7
19,hombre,188.6,82.2,4
13,hombre,167.8,48.7,7
10,mujer,145.5,32.5,0
25,mujer,167.7,147.2,0
47,hombre,178.7,80.6,5
6,hombre,125.8,26.2,0
23,mujer,163.1,54.5,2
60,mujer,156.5,76.9,0
79,hombre,182.3,93.3,1
41,hombre,173.2,77.7,2
48,hombre,168.4,124.1,0
15,hombre,148.7,49.4,0
62,hombre,163.3,79.2,5
41,mujer,160,68.2,3
36,mujer,183,161.7,0
67,hombre,179,114.6,0
19,mujer,161.6,70,0
78,mujer,157.7,63.6,0
49,mujer,161.9,69.8,0
66,mujer,159.4,67.7,0
15,hombre,170.2,61.7,0
80,mujer,150.6,67.8,0
34,mujer,162,74,0
14,hombre,177,51.8,3
23,mujer,155.7,78.4,0
64,hombre,187.5,113.3,0
2,mujer,92.5,14.3,0
11,mujer,156.6,46.2,0
23,mujer,157.6,115.8,0
6,hombre,123.5,28,0
12,hombre,151.1,32.7,6
59,hombre,192.3,109.9,0
41,hombre,170.6,80.2,3
63,hombre,190.5,111.2,7
10,mujer,142.8,35.3,0
63,mujer,162,98.3,0
66,hombre,NA,71.8,0
32,mujer,147.6,51.1,0
43,hombre,179.8,104.6,4
58,mujer,168.9,96.9,0
11,hombre,155.8,52.9,0
65,mujer,159.7,63.4,0
40,hombre,169.6,106,0
50,mujer,163.5,83.1,5
5,mujer,119.3,27.3,0
36,mujer,161.4,80.2,2
21,hombre,181.3,73.3,4
28,hombre,171.4,73.9,3
18,hombre,176.3,95.3,1
11,hombre,139.2,32.9,0
13,mujer,158.7,50.3,0
67,hombre,172.1,93.6,0
53,mujer,169.5,119.2,0
38,hombre,172.9,62.7,5
60,hombre,182.7,90,0
24,hombre,181.1,72.6,2
78,hombre,NA,NA,0
12,mujer,161.7,40.3,5
9,mujer,141.9,43.2,0
39,hombre,175.8,71.2,3
77,mujer,153.4,59.4,3
13,mujer,156.8,63.400000000000006,4
46,hombre,172.2,146.4,0
57,mujer,145.2,45.7,2
55,mujer,160.5,99.3,0
15,mujer,162.5,65.3,1
40,hombre,168.4,78.2,1
14,mujer,153.7,55.4,0
62,mujer,171.4,82.3,0
33,hombre,185.4,111.1,2
20,hombre,181.5,105.4,1
8,mujer,131.6,29.2,0
0,mujer,NA,8.8,0
60,hombre,188.6,155,3
71,mujer,161.2,88.8,0
4,mujer,106,16.6,0
30,mujer,168.6,52.8,5
31,mujer,164.1,68.2,3
4,mujer,100.8,15.3,0
54,mujer,157.1,60.8,0
4,hombre,101.1,17.1,0
59,mujer,162.1,58.7,3
40,mujer,158,64.5,2
70,mujer,163.1,94.6,0
40,mujer,168.3,96.6,0
24,hombre,169.9,71.3,0
39,mujer,159.6,102.2,0
24,hombre,171.7,64.8,5
37,hombre,187.5,126.6,1
2,mujer,87.8,13.1,0
0,mujer,NA,5.5,0
80,mujer,166.6,120.5,0
60,mujer,159,64.9,3
44,hombre,NA,NA,2
69,mujer,162.8,69.8,3
2,hombre,87.1,11.5,0
2,hombre,88.6,11.3,0
10,hombre,135.6,29.4,0
12,hombre,149.5,69.2,0
24,mujer,156.3,55.1,0
37,hombre,158,63.900000000000006,2
23,mujer,160,69.6,2
54,hombre,179,89.8,0
47,hombre,172.9,90.1,0
11,hombre,152.4,58.4,0
15,hombre,188.3,63.3,4
29,mujer,159.9,52,0
67,hombre,179.3,75.9,0
65,hombre,188.3,128.3,0
33,hombre,183,161.5,0
17,mujer,NA,NA,3
11,mujer,150.4,56.1,0
1,hombre,NA,11.4,0
78,mujer,168,91,0
69,mujer,175.7,55.3,5
35,mujer,162,70.1,0
24,mujer,168.9,85.2,3
79,mujer,168.7,75.3,0
31,hombre,181.8,77.5,3
64,mujer,163.6,101.4,7
11,hombre,147,35.6,0
39,hombre,167.9,69.6,2
71,mujer,157.7,73.4,3
52,hombre,176.4,69.3,6
29,hombre,175,62.2,0
17,mujer,173.8,71.1,0
76,hombre,175.4,78.4,5
27,hombre,180.3,77.7,3
52,mujer,164.2,100.8,0
35,hombre,184.8,83.1,5
22,hombre,171.6,78.6,7
19,mujer,170.8,72.3,5
17,mujer,165.7,46.3,2
19,hombre,185.2,90.8,0
4,mujer,113.8,23.1,0
17,mujer,171.5,53.6,5
36,hombre,170.3,65.9,3
67,hombre,180.2,128.3,0
22,mujer,149.5,50.3,0
80,hombre,166.4,61.2,0
4,mujer,113.5,23.5,0
25,hombre,186.2,97.5,1
30,mujer,158.6,76.5,1
22,hombre,182.1,73,7
47,hombre,169.8,96.8,4
36,mujer,162.2,92.3,2
52,mujer,167.9,77.2,0
8,hombre,130.9,32.3,0
11,mujer,152.6,70,0
63,hombre,175.7,65.5,0
35,mujer,155.7,96,0
14,hombre,176.6,97.4,2
2,hombre,90.9,17.1,0
3,hombre,104.8,16.1,0
43,mujer,160.5,50.1,7
11,hombre,148.3,37.7,0
80,mujer,145.1,62.1,0
29,hombre,178.2,77.9,2
61,mujer,168,102.6,0
30,mujer,177.3,63.5,4
29,hombre,182.5,107.7,2
55,mujer,165.3,98.5,6
36,hombre,157.2,57.900000000000006,7
31,mujer,154.5,48.4,3
12,mujer,158.4,50.8,7
30,mujer,168.3,73.3,0
33,hombre,171.3,76.6,5
20,hombre,161.6,52.9,4
64,hombre,179.7,73.8,5
41,mujer,162.7,66.6,2
45,mujer,150.2,49.6,0
75,mujer,155.3,103.1,0
4,hombre,102.5,15.6,0
9,mujer,150.8,73,0
17,mujer,163.9,58.2,0
0,mujer,NA,9.6,0
36,hombre,186.8,103.5,1
38,hombre,173.5,89.2,7
3,hombre,100,18.6,0
6,hombre,123.6,22.1,0
10,hombre,142.6,52.9,0
14,hombre,170.5,40.3,7
22,mujer,166.2,75.9,3
48,mujer,147.3,79,0
39,mujer,160.3,49.5,5
62,mujer,161.5,67,2
72,hombre,170.6,90.5,0
42,mujer,167.6,52.7,4
1,hombre,NA,15.1,0
26,hombre,189.1,94.5,5
24,mujer,167.8,133.4,4
7,hombre,136.6,26.5,0
57,hombre,176.9,103.5,1
4,hombre,110.2,17.6,0
49,mujer,166.6,63.9,0
43,hombre,184.2,79.4,3
53,mujer,163.9,138.7,5
39,mujer,163.7,83.3,0
66,hombre,170.3,125.3,3
53,hombre,172.8,54.7,0
4,hombre,114.9,19.3,0
56,hombre,168.1,80,0
1,hombre,NA,10.8,0
18,mujer,153.9,104.1,3
68,hombre,175.7,91.6,0
53,hombre,179.5,116.1,1
68,mujer,149.1,59.1,0
15,mujer,165.7,87.3,0
71,mujer,159,111.6,0
6,hombre,126.8,25.8,0
27,hombre,180.3,115.9,0
54,mujer,161.2,65.2,0
55,mujer,145.6,67.8,0
0,mujer,NA,10.2,0
49,hombre,176.7,90.3,5
73,mujer,160.6,70.2,0
56,hombre,175.6,93.4,3
46,hombre,177.8,117.4,0
30,hombre,175.5,87.7,3
51,mujer,163.5,57.3,3
56,hombre,174.9,82.1,0
0,mujer,NA,9.7,0
48,hombre,182.9,82,0
61,mujer,162.9,55.4,7
17,hombre,176,140.3,3
28,hombre,167.1,52.5,0
80,mujer,142.6,57.3,0
6,mujer,123.3,26.9,0
51,hombre,172.9,75.7,0
40,mujer,161.5,68.2,5
14,hombre,177.8,71,7
25,mujer,153.5,41,5
29,mujer,160.4,63.4,0
9,mujer,152.4,40.5,0
60,mujer,158.3,48.9,4
12,mujer,149.3,39,3
32,mujer,161.4,69.2,0
75,mujer,151.5,76.6,3
20,hombre,176.9,127.1,1
6,hombre,122.6,24.1,0
55,hombre,166,81.5,0
71,hombre,183.1,99,0
14,hombre,174.3,49,7
31,hombre,189.2,84.6,4
47,mujer,165.8,69,2
11,mujer,154.2,62.9,0
25,hombre,172.2,90.5,5
57,mujer,156.9,71.9,0
50,hombre,182.2,104.5,1
56,mujer,174.1,59.6,3
65,mujer,152.7,64,0
39,hombre,175,76.7,5
25,hombre,168.2,70.2,1
8,hombre,125.4,25.6,0
32,hombre,175.9,105.8,1
10,hombre,147.6,38.2,0
4,mujer,108.5,19.1,0
38,hombre,170.4,87.7,5
21,hombre,160.8,52.9,1
54,hombre,183.3,134.8,0
10,mujer,143.2,37.6,0
33,hombre,173.2,91.6,1
80,hombre,177.1,70.8,5
56,mujer,165.2,87.8,2
59,mujer,154.4,85.3,0
29,mujer,157.1,79.9,0
22,hombre,166.6,77.8,0
23,mujer,161.5,66.8,2
80,mujer,155,74.8,0
47,hombre,177.3,83.4,1
80,hombre,175.7,104.6,0
9,mujer,136,35.5,0
56,hombre,179.3,64.5,7
5,hombre,120,25.7,0
3,hombre,107.4,18.6,0
36,hombre,178.5,101.7,3
4,mujer,105.4,17.9,0
2,hombre,87.6,13,0
39,hombre,177.5,79,3
72,mujer,150.8,48,7
69,hombre,187.1,87.5,2
39,hombre,179.2,84,4
11,mujer,157.2,60.8,0
16,mujer,161.1,57.3,3
25,hombre,184.1,83.4,6
31,hombre,168.3,113.7,0
15,mujer,163.6,47.4,7
2,hombre,90.3,13,0
20,hombre,184.9,75.9,5
65,hombre,181.1,75,4
7,hombre,122.6,27.5,0
32,mujer,160.9,45.5,7
45,mujer,157.8,49.2,0
40,hombre,179.9,88,2
15,hombre,180.1,71.2,5
0,hombre,NA,8.7,0
28,hombre,179.6,95.3,0
37,mujer,154.4,53.1,0
60,mujer,157.5,166.1,0
1,mujer,NA,11,0
26,mujer,156.6,46.7,2
53,hombre,172.7,71.1,2
1,hombre,NA,11.7,0
30,hombre,176.5,79.8,1
71,hombre,176.3,74,0
37,hombre,180.7,75.8,0
32,mujer,156.7,71.7,4
47,mujer,168.6,58,3
13,hombre,169.9,59.5,4
26,hombre,175.6,82.1,0
4,mujer,103.2,16.2,0
33,hombre,186.8,122.9,1
40,hombre,171.7,85.3,3
57,mujer,153.8,61.400000000000006,7
39,hombre,168.4,67.6,0
33,hombre,179.4,86.3,0
17,mujer,171.1,61.9,0
63,mujer,152.6,61.900000000000006,5
37,hombre,163.6,93.8,0
17,hombre,165.9,72.2,1
17,mujer,165.5,48.1,0
9,hombre,135.9,31.6,0
7,mujer,132.7,36,0
28,hombre,172.5,81.2,3
65,hombre,173.6,103.8,2
62,hombre,170.9,69,7
41,hombre,173.1,71.5,0
21,hombre,180.7,90.5,3
39,mujer,158.2,49.2,1
26,hombre,174.2,65.2,3
11,mujer,160.2,54.4,0
59,hombre,171.2,64.6,0
60,mujer,173.4,84.3,3
64,hombre,183.7,88,0
19,hombre,168.2,62.400000000000006,3
19,hombre,184.9,142.3,3
4,hombre,107.9,19.5,0
50,mujer,154.8,86.2,0
80,hombre,175.8,88.8,7
15,hombre,175.3,46.8,4
74,mujer,167.5,123.8,0
61,hombre,165.4,74.5,0
79,mujer,157.6,59.1,0
26,hombre,178.8,61.6,2
6,mujer,112,18.8,0
59,hombre,188.2,85.4,0
39,hombre,174.5,100,0
5,hombre,114.7,25.5,0
60,hombre,179.1,87.1,2
4,hombre,111.8,20.2,0
11,hombre,153.9,62.1,0
66,hombre,161.3,62.5,0
38,hombre,180.9,110.4,3
3,hombre,100,14.4,0
80,mujer,152.2,51.3,0
39,mujer,148.4,63.6,0
36,hombre,173.4,73.7,0
54,mujer,148.9,57.9,3
15,mujer,147.4,44.1,0
27,hombre,181.8,99,2
80,mujer,146.6,68.4,0
62,mujer,165.1,74,0
30,mujer,152.4,57.8,5
48,hombre,178.5,102.1,4
1,mujer,NA,12.4,0
52,mujer,168.4,75.9,6
26,mujer,168,86.5,4
20,hombre,158.6,67.4,1
41,mujer,157.4,51.6,7
72,mujer,152.1,64.9,2
43,hombre,179.3,95.8,7
80,mujer,161.7,69.7,0
7,hombre,122.6,27.6,0
45,hombre,169.5,68.4,0
0,mujer,NA,8.7,0
16,hombre,176.5,57,5
54,mujer,162.1,56.2,0
9,hombre,132.5,24,0
6,mujer,116.3,20.6,0
28,mujer,161.8,58.9,2
74,mujer,168.1,74.1,3
6,hombre,115.4,20.8,0
32,mujer,150.3,58,0
40,mujer,158.2,47.8,4
57,hombre,165.3,96.5,7
17,mujer,165.3,65.6,5
24,mujer,177.4,94.2,7
31,mujer,180.9,136.3,0
21,mujer,171.6,66.3,2
58,mujer,154.2,76.5,0
22,mujer,170.3,53,2
1,hombre,NA,11.3,0
54,mujer,156.1,61.7,0
28,hombre,182.1,67.4,2
67,hombre,162.8,58.6,0
14,mujer,151.2,37.2,5
54,hombre,186.1,111.2,5
20,mujer,170.3,73.3,2
6,mujer,130.6,24.7,0
55,mujer,164.5,77.9,3
54,mujer,149.9,56.8,5
7,hombre,117,20.3,0
66,hombre,157.8,77.5,0
25,mujer,159,115.4,0
7,hombre,123.7,26.2,0
9,mujer,127.8,25.1,0
14,hombre,165.9,93.4,1
47,hombre,177.2,103.2,0
29,hombre,173.2,72.1,0
0,mujer,NA,9.4,0
54,mujer,180.7,67.6,0
11,mujer,146,54.2,0
1,mujer,NA,12.1,0
54,mujer,178.1,99.1,4
36,mujer,156.7,59.5,0
60,hombre,180.6,109.2,1
80,hombre,164.2,79.8,0
60,mujer,160.7,57.7,3
43,mujer,164.4,74,1
5,hombre,114.1,20.1,0
46,mujer,156.5,48.1,3
37,mujer,168.8,78.1,3
75,hombre,174.9,65.3,0
58,mujer,174.5,78.2,0
78,mujer,160.1,68.9,0
33,mujer,167.2,70.4,2
3,hombre,104.8,20.3,0
13,hombre,167.8,59.7,6
16,mujer,159.6,73.2,6
30,mujer,171,65.1,5
63,mujer,169,68.8,4
6,mujer,114.1,20.8,0
55,hombre,179.9,102.4,0
22,hombre,185.1,62.4,0
44,mujer,154.2,76.2,0
28,hombre,188.9,72.6,1
73,mujer,171.2,61.8,4
32,hombre,162.8,66.9,3
8,mujer,136.6,31.1,0
8,mujer,125.1,21.7,0
40,hombre,179.9,76.2,6
13,hombre,171.3,102.1,1
2,hombre,94.9,15.1,0
43,hombre,178.5,115,0
28,mujer,162.8,56.3,0
80,mujer,160.1,62.5,0
80,mujer,154.3,58,0
21,hombre,194.9,98.6,3
30,mujer,154.9,84.8,0
3,hombre,95.3,15.8,0
38,mujer,163.9,60.099999999999994,5
62,mujer,170.2,91.1,0
27,mujer,168.1,70.3,0
19,hombre,175.9,70.6,4
47,hombre,169.8,62.1,0
32,hombre,183.9,79.9,3
48,hombre,175,118.3,0
48,mujer,158.3,115.4,0
80,hombre,162.8,72.5,0
33,mujer,173.1,101.9,0
80,hombre,170,87.9,2
9,mujer,145.6,38.8,0
12,hombre,149.7,34.6,3
25,mujer,174.4,123.2,0
14,mujer,158.9,56.3,0
26,hombre,183.3,80.8,0
19,hombre,181,62.6,0
31,mujer,164.9,73,0
34,hombre,168.2,112.5,2
44,mujer,168.3,74.3,7
0,mujer,NA,8.1,0
40,hombre,195.9,126.6,5
8,hombre,135.5,28.4,0
33,mujer,168.4,86.9,4
61,hombre,192.5,73.4,0
2,mujer,88.6,14.5,0
50,hombre,167.1,131.8,5
40,mujer,158.1,90,3
2,hombre,93.2,13.8,0
20,mujer,164,61.7,3
3,hombre,98.4,14.9,0
1,hombre,NA,10.6,0
61,mujer,160.4,66.2,1
16,mujer,161,69.4,0
1,mujer,NA,8,0
24,hombre,163.4,61.3,5
8,mujer,126.1,23.8,0
2,mujer,88.2,12.6,0
48,mujer,159.9,78.2,0
17,mujer,165.9,60.5,5
8,mujer,124.6,24.5,0
41,hombre,188,92.1,3
49,mujer,165.6,85.8,2
1,hombre,NA,13.3,0
62,mujer,158.3,106.4,2
76,mujer,157.3,91.1,7
12,mujer,150.1,67.2,7
62,mujer,157.6,70.2,0
56,hombre,192.6,103.9,5
2,mujer,84.8,11.2,0
41,hombre,173.7,76.2,1
61,hombre,166.7,67.2,3
18,mujer,157.4,64.7,0
41,mujer,174.2,64,4
80,hombre,NA,104.6,0
23,hombre,194.9,122.6,0
52,mujer,171.5,68.5,4
17,mujer,146.9,76.9,5
31,mujer,167.6,84.2,1
71,hombre,180,110.7,0
47,mujer,165.1,54,3
2,hombre,90.8,17.5,0
4,hombre,115.2,24.4,0
63,hombre,169,71.6,0
29,hombre,185.8,111.8,4
14,mujer,175.7,61,0
50,mujer,171.7,65.9,1
45,mujer,160.8,87.2,0
50,hombre,172.9,70.5,0
1,hombre,NA,12.4,0
39,hombre,186.8,81.4,0
38,mujer,148,61.099999999999994,7
44,hombre,185.9,78.8,2
53,hombre,179.2,91.7,2
65,mujer,156.1,73.8,3
59,mujer,154.9,44.5,7
6,mujer,120.9,23.8,0
20,hombre,179.6,92.1,1
45,mujer,159.2,78.1,4
3,mujer,103.9,17.2,0
50,mujer,157.4,73.4,0
0,hombre,NA,10.2,0
75,hombre,182.6,85.2,7
80,mujer,167.9,85.2,0
38,hombre,174.4,82.3,3
43,hombre,173.2,109.7,0
49,mujer,158.4,95.5,7
41,mujer,173.2,68.3,0
38,mujer,180.7,71.9,6
38,mujer,154.8,62.2,3
61,hombre,173.9,76.5,0
2,hombre,85.9,12.6,0
3,hombre,94.8,14.8,0
9,mujer,139.5,28.7,0
57,mujer,150.2,75.5,0
4,hombre,104,15.2,0
5,hombre,118.2,21,0
76,hombre,166.1,87,0
80,mujer,156.3,43.5,0
36,mujer,165.2,91.5,0
9,mujer,138,28.3,0
53,mujer,163,75.5,0
47,hombre,174.7,87.6,0
39,mujer,165.5,70.4,4
59,hombre,165.9,53.6,2
36,hombre,178.3,114.3,0
36,hombre,175.9,66.3,3
55,hombre,183.6,92.6,0
9,hombre,128.3,23.3,0
8,hombre,129.8,32.5,0
1,hombre,NA,8.2,0
2,mujer,87.4,12.1,0
1,hombre,NA,9.8,0
13,hombre,156.8,41.7,7
6,mujer,118.4,24.6,0
43,mujer,161.3,51.5,7
22,hombre,170.8,60.7,2
32,mujer,150.6,87.7,1
37,mujer,168.3,106,0
0,hombre,NA,9.7,0
67,mujer,166.9,80.6,2
23,hombre,180.9,74.7,3
44,mujer,165,92.1,0
38,hombre,166.9,83.3,0
69,mujer,166,54.6,4
3,mujer,95.5,13.1,0
31,mujer,159.7,77.1,0
18,mujer,172.8,90.9,3
6,mujer,126.9,23.4,0
1,hombre,NA,12.9,0
44,mujer,165.8,58.2,4
11,hombre,140.1,27.9,0
35,mujer,162,92.8,4
8,hombre,112.5,17.1,0
3,mujer,101.6,18.3,0
26,hombre,180.2,129.3,3
40,mujer,172.1,63.400000000000006,2
37,mujer,157.5,51.7,5
52,mujer,161.9,76.3,0
20,mujer,157.9,51,0
18,mujer,168.9,55.4,0
17,hombre,180.6,80,4
7,hombre,123.7,23.3,0
23,mujer,159.8,74.4,6
1,mujer,NA,13.3,0
24,mujer,159.2,50.7,4
18,mujer,162.2,54.8,3
76,mujer,161.6,83.4,0
32,mujer,158.3,70.9,2
66,hombre,173.4,106.1,0
56,hombre,171.1,95.6,0
41,hombre,183.3,87.4,3
11,hombre,150.6,48.9,0
4,mujer,109,18.1,0
35,mujer,157.4,92.6,0
41,hombre,188.6,87.1,0
8,hombre,126.7,30.1,0
80,hombre,167.4,84.4,0
63,hombre,164.8,94.7,0
50,mujer,163.6,91.4,0
45,hombre,184,85.4,1
38,mujer,147.7,104.7,0
13,mujer,153.3,43.2,0
39,hombre,184.5,114.3,0
79,mujer,153.5,47,6
39,hombre,183.5,71.8,4
30,hombre,186.8,77.6,3
35,hombre,163.6,71,0
49,mujer,162.3,67.7,1
67,mujer,170.5,76.6,7
39,mujer,153.7,57.2,3
1,mujer,NA,11.1,0
39,hombre,179.5,110.8,0
53,mujer,176.6,113.6,0
20,hombre,173.8,68,0
21,mujer,171.6,67,0
80,mujer,154.9,65.9,0
42,hombre,181.1,97.4,0
27,mujer,176.6,62.5,2
74,hombre,177.4,111.4,0
23,mujer,167.4,58.9,0
62,mujer,144.3,76.1,0
80,mujer,161.7,61.9,0
13,mujer,161.7,55.7,3
61,mujer,164.9,74.3,0
30,hombre,178.2,73,2
18,hombre,179.3,91.4,4
79,mujer,158.5,65.9,4
4,hombre,116.6,22,0
2,hombre,99.6,15.5,0
40,hombre,179.6,58.7,3
7,mujer,119.6,20.1,0
27,mujer,151.7,41.7,0
48,hombre,174.8,58.8,4
70,hombre,179.5,102.8,0
66,mujer,155.3,93.1,0
19,hombre,178.9,78.1,0
28,hombre,168.9,71,6
28,mujer,169.6,133.2,0
56,mujer,163.7,109.1,0
34,hombre,168.1,78.2,2
41,mujer,147,63.9,0
80,mujer,165.4,78.5,0
44,mujer,166.5,124.4,0
77,mujer,150.6,61.8,2
40,hombre,175,117.4,0
44,mujer,160,74.3,2
27,mujer,159.4,67.4,3
18,mujer,168,55,2
12,mujer,182.9,56.7,3
74,hombre,177.2,88.6,0
38,hombre,171.9,69.3,7
45,mujer,168.5,125.5,0
1,mujer,NA,11.3,0
52,hombre,175.7,73.6,0
3,mujer,103.9,15.8,0
2,hombre,86.8,11.6,0
22,hombre,176.6,66.3,6
16,hombre,176.3,55.5,2
50,mujer,164.1,62.3,4
25,mujer,161.3,59.099999999999994,6
42,hombre,160.3,66.7,3
59,hombre,180.3,71.8,0
3,hombre,NA,16.9,0
29,hombre,159.7,93.1,0
19,hombre,173.9,58.099999999999994,7
5,hombre,121.6,27.8,0
31,mujer,163,101.3,4
71,mujer,159,61.400000000000006,5
29,hombre,173.3,103.1,0
6,mujer,123,23.5,0
28,mujer,174.3,71.6,3
76,mujer,156.3,46,6
64,hombre,176,94.2,3
56,mujer,144.4,75,0
20,mujer,160.3,55.3,0
16,mujer,160.9,55.8,1
33,hombre,194.2,102.8,2
61,hombre,176.2,121,0
3,hombre,99.3,28.4,0
16,mujer,168.3,58,6
39,mujer,167.4,87.8,2
30,hombre,153,75.3,0
48,mujer,163.7,54.4,0
5,mujer,109.4,21,0
5,mujer,111.7,26.4,0
24,hombre,173.4,92,5
4,hombre,106.9,18.7,0
65,mujer,152.8,104.3,0
49,hombre,163.2,61.099999999999994,5
80,hombre,163.2,66.7,7
56,hombre,185.6,103.4,0
65,hombre,190.7,103.7,0
13,hombre,166.9,45,3
80,mujer,154.8,69.6,0
4,hombre,107.4,21.2,0
12,mujer,156.7,58.7,0
15,hombre,174.3,40.3,7
53,hombre,179.8,130.6,0
53,hombre,175.1,108.4,0
2,mujer,94.3,13.7,0
56,hombre,160.5,66.6,7
41,mujer,155.1,54,3
32,mujer,177.7,73.3,2
24,mujer,155.5,114.5,0
32,hombre,171.7,97.1,1
58,mujer,167.7,81.4,0
11,mujer,145.9,63.6,0
